Rating,Device,Comments
5,Phone,"I love this app, I do wish it had a way to filter out certain foods because for meals it always suggests eggs almost everyday, but I am allergic to eggs, so I can't really make use of this feature. It's a shame, it seems really good as food is the thing I struggle the most with. It might be a hard feature to implement, but I feel like people would appreciate it. If it's already in, then I can't find it."
5,Phone,"Helps to keep you accountable and game-ifies maintaining a narrow window of food consumption throughout the days you choose to fast. A big caveat is that you can undermine good results by giving in too much to your hunger during the window of time you allow yourself to take in calories. Still experimenting with it and have mostly used it in ""strict"" mode with two hours or less of eating time during each day."
5,Phone,"Way better than I expected and Promotions aren't excessive or anything. Even without membership features the app offers a lot and make it very easy to lose and track your weight, stay hydrated, and stay active when needed. Also has many rewards you can get that encourage you to reach your goal. Also the custom feature is amazing when you're trying to fast for multiple days. Also gives many tips in a sideshow like format. Keeps any age interested in wanting to know more and be healthier. One of my fav apps"
5,Phone,"Currently my favorite fasting app, mainly because I love the ongoing notification that tells me what state my body is in. Knowing I'm in ketosis is extra motivation not to eat until my fast period is over. The interface is clean and easy to use, and Google Fit sync is nice if it works(?). It hasn't synced my weight yet but I just started using it. I do wish there was a way to track water intake within the app. That would make it worth buying pro version for me."
5,Phone,"Extremely Helpful Fasting App. I have been using this Intermittent Fasting app for almost a year now and I have to say it has really changed my life. I not only feel better physically but also mentally and emotionally. My hormones are in check, my digestive track is working better, my skin looks, and feels amazing. I have lost most of the bulge from my stomach and my clothes fit much better. If you are on the fence about purchasing this app, not be! The price is budget friendly. Just do it!"
5,Phone,"I was using another fasting app but it didn't even notify me when I was supposed to finish fasting. In comparison, this one is so overwhelmingly useful & interactive it's even kind of fun? It makes it feel like a competition. This app is definitely making me enjoy fasting a lot more. If I have any complaints, it's that it might be draining my battery a bit faster than usual, but there's most likely already a function to remove the timer from the notification bar."
5,Phone,"Very useful app! Helps me track my IF and measure my water intake each day. Encourages me through the various stages of fasting. My goal is to reach autophagy once a week and I love when my app shows me in that stage (goal achieved!) I have water intake reminders through app as well, so another goal achieved. Btw, I use the free features and it works well for me."
5,Phone,"I've been using this tracker for a very short while but I can already tell that it's going to be the key to my success with fasting/keto dieting and ultimately sticking with any sort of plan or schedule with eating clean and losing weight, period. I have never had any luck in the past with such things but I'm confident with the help from this one particular super resourceful app this time I am going to be! It's so helpful. If you're considering fasting and need support download THIS app now!"
5,Phone,I am in LOVE with this app! It is so easy to use. By far my favorite feature is having the bar at the top of my phone screen reminding me how much time I have left in my fasting period. I also like that it let's me know what happens during that time- knowing I am in the ketosis fat burning stage is so motivating to keep going! The water reminders are great and it's honestly just cute to see the little whales ?? float to the top of the screen and tell you all the benefits of water intake!
5,Phone,"Pretty chill first week, I like that you can fix it if you forget to start eating/fasting. Sets a needed schedule that's east to follow. I'm only at 14f/10e, but its a breeze so far. Even with the adds, which are minimal, the app is very straight forward, user friendly, great navigation.. just all around a well created app without any extra unnecessary flash"
5,Phone,"What's great about this app is its simplicity. It's a fasting app period, end of story and it doesn't clutter itself trying to be anything else. You came here to track your fasting and that's what you'll get-- fine tuned to your chosen schedule. You also won't have to go anywhere else to learn the basic ins and outs of intermittent fasting."
5,Phone,"I was fasting before using this app, but it makes it easier. I make a custom schedule as I fast longer than any of it's suggested programs. It actually reminds me when I normally start fasting in the day... telling me my fasting should be starting soon. It's smart and learns quickly. The only thing I'd like is a food schedule that doesn't include grapefruit, I'm not the biggest fan ??."
5,Phone,This is easier to apply and the app is not as intense and overwhelming as others are. I like that there's a water monitor included. I also like that you can customize your plan. It probably won't be exact but it's very close to my work schedule. I prefer not to like Promotions shown in any app but it is what it is. If it becomes too annoying then I'm out.
5,Phone,This app goes in-depth and allows you to see what is going on with your body and gives you pointers on how to get the best experience - even without upgrading to the membership status. Highly recommend! I have exceeded my health expectations for reaching my goal already in the first week. I have always had trouble losing weight doing diets/exercise - but using the 20/4 plan I lose about 2lbs or more per day!!
5,Phone,"So far the app works great! No bugs or glitches. I'm not a ""dieter"" but need to lose 20-25lbs for health reasons. (I have arthritis-extra lbs exacerbates the pain- n extra weight made my blood pressure raise. My Doc wanted me to take medication. I said, ""No Doc. I'll do it holistically n change some lifestyle choices. Intermittent fasting is working for me! The app helps me stay on track with a variety of reminders and offers healthy eating advice to help reach my health goals. Its a success!"
5,Phone,"The app interface is easy to use on a daily basis. Simple. There are help, info, and advise flash cards that you can access. They are very informative. The emotional eating tips are especially helpful for me. There is even a status icon that lets you keep track of what state your body's metabolism is running. Very helpful. You can easily edit the start or end times of your fast. Keeping track of your weight is easy and well displayed. You can also track your chest, hips, and thigh measurements."
5,Phone,"Edit: I figured out the water tracker... Go into the water settings by clicking the bell and then clicking on the option and it'll allow for readjusting. Adjusted to 5 stars because the water was my biggest issue. Great besides Promotions. Promotions occur and it's perfectly fine, but when I trying to add water and one plays, or when I'm trying to mark time for start/end fasting it's kind of annoying, but no biggy. Just because I track everything while at work also."
5,Phone,"Been good to me! I have 1 million things going on in a day and this app keeps me on track. I love the updates on which phase I am during the IF cycle, the water reminders, and I appreciate the milestone rewards. It's motivating. One thing is constant in my world, I lose and gain weight! Coming back to this app always gets me back on track to my goal. I love it so much I went membership to enjoy all the features!"
5,Phone,"This app, the paid version, is great! The recipes for your eating periods are absolutely smashing! The simplicity and user-ability is fantastic. The aesthetics are wonderful, and the information provided is excellent. I think the app would be the greatest if they were able to incorporate a general formula that allows you to add calories and foods for eating periods where you can remain in ketosis. Other than that, this app is worth the 20 bucks for the year!(on Google play)"
5,Phone,"Programs are super easy to follow along with, and even easier to stick to. There are multiple monthly subscription options that are very fairly priced compared with similar apps and programs. If intermittent fasting is what you're looking for, I would DEFINITELY recommend this app, especially for beginners!"
5,Phone,"(membership User) Absolutely what I needed to keep myself on track during a fast. The interface is easy to use and the tips on fasting are helpful and appreciated. I love the options for different fasting plans, as well as being able to easily keep track of my water intake. I could go on, but you should experience this yourself. If you're on the fence give it a try and you'll see results if you follow the plan and advice."
5,Phone,So far everything about the app is running great The countdown clock makes it easy to see how long I've been fasting and how long till my fast is done. Also there is a way to set it so I get reminders to drink. I like all the little tips about fasting and the stages of fasting that are there. I did Withhold the $20 to get rid of Promotions not sure how much it changed but not regretting my decision.
5,Phone,"I LOVE this app! I do the Custom fasting option as I can stop, start and adjust fasting times as I need to. I also really like that it keeps track of what is happening in the body, or beginning to happen, as fasting hours go by. I've found that knowing what's going on in my body really motivates me to stick it out and fast longer than I set out to most days. I even did my first 36 hour fast with the help of this app! If you're new to fasting or if you're a pro, I highly recommend this app!"
5,Phone,"I'm loving the app, helps me track my water intake, weight, and fasting cycle. You can set reminders on when to eat, not to, and drink. They always have helpful tips and tricks to assist your fasting experience. They offer so many different fasting plans which you mostly  have to Withhold for, however I have a subscription and it's only $10. It mostly gives you access to more plans and tracking storage really. I wouldn't say you neccesarily need to subscribe. I've been using it since 04/21."
5,Phone,"Just started using this app yesterday, but I really like it so far! Best feature I've found is that you can totally customize the amount of water you're drinking. There are so many different sizes nowadays that the ability to adjust the number of ounces makes a big difference. I also love that it tells you what's happening at each stage of fasting throughout the day!"
5,Phone,"I lost a lot of weight using a cico diet and counting calories and well, i got tired of calorie counting so I've gained about 10lbs lol, but this app has helped me keep myself on track and I'm back to losing weight. The level feature and the info with each level really helps me keep going, little trophies and stuff really help me continue to use the app as well. Edit: I would also love to be able to create a custom end time for the custom fast option, thanks for the app!"
5,Phone,"This app replaced Zero for me. Zero used to be my favorite app before they bloated it to hell with Promotions and membership features and I stopped using it. This app is so much better. I love the UI, it's very cute, it celebrates your progress towards goals even if you didn't completely finish your fast. You have cute articles and are able to track weight and water, as well as adjust start and end times. I only wish there was a way to see monthly how many fasts you completed/failed without scrolling."
5,Phone,"Paid for the ad free version after the first day. Thanks for that option; can't afford a sub, but I like to Withhold some amount. I like that it is simple and provides info on the body's process during the fasting stages. Also, thanks for dark mode! Another review suggested an additional timer of time left in the fast -- great suggestion, please add it."
5,Phone,"I lost 8 pounds in a month using this app!! I'm excited about using this app to lose weight because I'm actually seeing results already:) Also, it was worth Withholding to get Promotions removed since I use the app daily to help keep track of my fasting progress. I love the ability to create a custom plan, add a break day, and the insights are a great resource."
5,Phone,This is my 2nd fasting app and I like it much better. I am still new to it though but the things I like about this that is different fron the 1st app I had is the customization if the fasting schedule I want and the countdown as well as the benefits in each window of time dueing the fast. I look forward to using it more and learning more about its features.
5,Phone,"Just started using this app and it's really helping. I like the custom fasting. One thing I really like is the ability to edit the fast start time, even to the day before. One thing on my wish list (yet to find this ability), I would like to be able to add water to the day before. Often I find myself wanting to update after midnight and it's too late to add."
5,Phone,"Wow this app blew my away. I gave up with fast tracking apps long time ago, they all have Promotions, or some sort of service that you need to purchase to unlock all the features. This has none of that, and gives you probably the best feature I've seen for a fasting tracker: permanent notifications (or constant notifications) at first I didn't like it but when I saw it told me what's happening at this current moment during my fast I was blown away. Right now my blood sugar is rising!"
5,Phone,Not a rookie. But love the app. Easy. simple. Clean interface. Worth it to me for someone who fasts regularly. In depth. Track your water weight activity etc etc syncs with your gadgets. So it is simple or technical. Up to you how you use it. They accomplish the accommodations of all tastes of interface. Get the app. Spend the coin. It's worth it.
5,Phone,"I have to admit, having this app counting down my fast really helps. I thought I could just set up a reminder and that would work but it is not the same. The app has a running notification that tells you the time of your fast as well as what you're feeling physiologically. Highly recommend."
5,Phone,I've been fasting for about a month before getting this app (4-5 times a week 18/6). Decided I liked it but just needed something to help me keep track and this app went above and beyond. My favorite feature is the notification banner that tells you what part of the fast you are in. Using that I was able to tell the food craving I was getting didn't mean I was hungry. Tldr if you are interested in fasting this app is amazing
5,Phone,I love this app. It is very easy to use. It is extremely manageable. You can pretty much set it exactly how you want to personally fast. There are also very interesting articles you can read about the facts on intermittent fasting. It helps me decide if I am ready to eat again or do I keep fasting. It keeps track of all of it in your records. There is even a trophy challenge for how long you have been fasting. Good luck! I highly recommend this app for intermittent fasting.
5,Phone,"So easy to use! I'm several days in, and love how easy it is to start and end my fasting time. It is so easy to adjust if I need to tweak something. I also really enjoy being able to watch how my fasting time is accumulating and to see where in the process various changes are happening to my body. I have been showing this app to everyone I know who fasts or has talked about fasting with me. What a great app!"
5,Phone,"This app has everything I was looking for, but better than I could imagine. Plus it's free. The whole experience is so well done, the reminder to have a sip of water is my favorite part. It is easy to keep track of the confusing parts: when am I burning fat? When am I in ketosis? The positive encouragement I get from using this really keeps me going. This app may end up being a lifesaver for me, literally."
5,Phone,"At first it took some getting used to, I opted to Withhold monthly for the app and I was feeling a little frustrated figuring things out but once I did I found this to be a very useful tool for tracking my fasting time and my water consumption. I've just completed a week of fasting, lost about 5 pounds, and I feel better and healthier than I've felt in a long time. There are things to read to improve your fasting, recipes to try when you're not fasting and other useful tools to encourage you."
5,Phone,"So far this is the best free app for intermittent fasting. A lot of features. I already have a few of my friends using it. In fact, one of them is diabetic and has a problem with late-night overeating. He has been logging the best glucose numbers since he was diagnosed. He said the app has motivated him to take better care of his health and lose weight too. My favorite feature is the hydration reminder. Hydration is now key after donating one of my kidney.. I highly recommend it!"
5,Phone,"This app has helped me to be more mindful of what & when I eat, reminds me to drink water and I have lost weight and feel better. Data is backed up to Google account and restored when I reinstalled the app. It also syncs with Google Fit. The Promotions are a new thing I find bothersome However there is an option to remove Promotions for a small Withholdment. I find this app is work the $4.99 they are asking."
5,Phone,"This app has changed my life, dieting was always very difficult for me, would stick with something for 6 months and lose a bunch of weight then fall off but finally I've found this is for me. Been fasting with the 20 hour split since January and haven't missed a day. The first 2 weeks is hard but gets easier as your body gets use to it. I lost 100 pounds in 7 months keep in mind I'm eating what I want during my eating period. I will use this app for the rest of my life. It's a lifestyle."
5,Phone,"The app is so far helping me to maintain my intermittent fasting, keeping track and raising my awareness of the time, and teaching me about some values of fasting as well as tips to feel good. I've only used the free version so far, but I'm a week into the practice and I can tell that there would value in purchasing the paid version."
5,Phone,This is such a great simple app to use. I'm an experienced faster and just wanted something to keep track of how many hours I'm doing. This app is simple easy to use no crazy Promotions no subscription needed. It saved your info. And being able to see how far into your fast you are and how close I am to being done motivates me to keep going when those hangry urges hit. Seriously recommend for people new to IT this app will really get you to those long fast you strive for. no gimmicks
5,Phone,"This app has really helped me keep track of my goals for intermittent fasting. It keeps me on track and offers valuable tips for when you feel like giving up. I have found that I can fast, be healthy, and feel great at the same time!! I've also dropped weight without really changing my diet, I just not eat as much. Win-win!!"
5,Phone,I really like the costom option. My schedule means I can't follow the main options but having a costom option that allows me to set the time is incredibly useful. I also love the encouragment on level 3 while fasting because it hits home about how the hunger is temporary and just a small signal. I prefer not to fast for more than 16 hours because I'm a working adult and not eating could impact my performance. I basically eat from 9-5. But I work 1-9 so the timing fits.
5,Phone,"Pretty good app, helps me keep track of water intake and my fasting times. It also tells you where you are in your fast and how its benefitting you which adds a bit of motivation in my opinion. Its a lot easier to fast when you're reminded that you're in a ketosis or fat burning state. I started 5 days ago and im down 3 lbs. Planning on keeping it up. (I have the free version)"
5,Phone,"I suck at dieting. If I do a calorie counter I will cheat and not add everything I'm eating. If I want to eat something unhealthy, I want to be able to eat it. Intermittent fasting and using this app has been a huge help with weight loss! The app makes it easy to track your eating/fasting period. Would reccomend to anyone!"
5,Phone,"I like this..I bought the year plan. There was another that was rated high too but cost a lot more. I deleted that and chose this.. now that I've used it, I prefer it over the other. 2/6/23..I went 48 hours on 1 fast..I couldn't believe how good I felt. I found the Fasting time charts make it easier to keep going."
5,Phone,"The app is very helpful in recording and tracking ones progress. (Weight, water intake, fasting clock, BMI index, status info guide during fast) One is able to follow and make adjustments to ones trends. There are other services made available behind a Withholdwall rather inexpensive, that can be useful that I haven't tried yet. In all, I use this app daily and would highly recommend it to anyone looking for a fasting tracker app"
5,Phone,"A pretty awesome app! I love how it tells me what's going on in my body during each stage if fasting. I've been fasting for almost a year now but decided to try this out for fun during extended fasts. It is definitely motivating. I actually discovered using this app that I tend to fast a few hours longer than I planned most days lol. My only complaint is that I can't figure out how to log water from previous days if I forgot to log it. Anyway, the free version is great for beginner fasters!"
1,Tablet,"Gave up trying to line up the time. I could not for the life of me get the app synced up to my schedule. Then, the extra kicker is that every time I made an adjustment, I would need to watch an ad. I made 5 consecutive changes and watched an ad between each change. Truly obnoxious."
1,Tablet,"Way too aggressive with the ads. And come on with the monthly charge for a mobile fasting app. Everyone is so greedy. Just charge a reasonable rate for app, you dont have to follow the trend of monthly s."
1,Tablet,"It does whatever it s to do apparently. I eat between 4 pm-12am sometimes I eat later ,sometimes I eat earlier.last night I started fasting at 9pm but I just woke up at 4:53pm poorly the app decided to automatically start my eating period while I was asleep AGAIN. Which it's not supposed to do its supposed to overlap the time like it's always done.this is y I dont fw technology like that anymore bcz strange stuff happens."
1,Tablet,An incredible amount of ads permiate the paid version of this app. A full page video ad shilling crypto now appears when I open or close any page in the app. Is 4.9 stars the time to start doing this? I wouldn't think so.
1,Tablet,Why am I being charged again?? I paid $2.99 for the month. I ed to switch type of fast so I ended week I was on early. Now app has locks on everything again. I just paid last week!! Help please
1,Tablet,"This is not real fasting, this is about getting hungry. Real fasting it means to eat non greasy food just healthy like fruits and vegetables, drink a lot of water, eat raw food not cooked. For instance I am fasting every Friday, that means that day I eat only fruits and vegetables, no meat, noo milk products, no eggs, and it is enough to get control over what you choose to eat, and it raises your awareness over eating, as the feeling after fasting day is terrible you strive for healthier food after"
1,Tablet,"I bought a yearly premium , and after 3 months, I start seeing ads and my account become non premium again. This is a scam!"
1,Tablet,"Horrible,never download this app ever as soon as you get in the app it just closes,and as soon as I got in for the first time it was a nightmare,it was lagging so much,it was creepy,it said that someone was watching you,never download this app ever"
1,Tablet,We all put up with adverts to try apps out but this one does not allow you to remove the advert after having read and acknowledged it.
1,Tablet,I don't like it.
1,Tablet,I dont think this is accurate because when u r fasting you cant drink water and this app says that water does not break your fast this absolutly wrong because when you are fasting you are not allowed to drink or eat.it is bad for normal days but its not bad for ramadan.
1,Tablet,It's been terrible... I jxt can't lose wait on my own buh with dis fasting app... I feel bad cos it's lyk a companion Dat guides me with weight loss
1,Tablet,I fell like this shouldn't be an app because of how easily someone can develop an ED from this. So I don't think the app should be rated for everyone.
1,Tablet,Too many nonsense ads. Don't waste your time.
1,Tablet,Way too many advertisement and lagged out and stopped monitoring
1,Tablet,"Couldn't restore premium account, after i switched from ios to android"
1,Tablet,A lot is behind monthly pay wall.
1,Tablet,You guys should have never made this it is not ok to tell people to fast my 23 year old daughter tried it and she ended up in hospital in the ICU center so any one who is doing this please don't this is life threatening if I could give this 0 stars oh don't sought me I would
1,Tablet,Worst app ever ssly its so bad it tells me to leave one meal like ssly
1,Tablet,I don't have money for get premium
1,Tablet,I don't have money for get premium
1,Tablet,Be careful or you will be charged large sums of money
1,Tablet,Why? I can't restore my progress
1,Tablet,I don't like it.
1,Tablet,It was too bad
1,Tablet,No notification
1,Tablet,bad
1,Tablet,bad
1,Tablet,Fasting
1,Tablet,Gud?
1,Tablet,I don't like it.
1,Tablet,stupid app
1,Tablet,Bad
1,Tablet,Worst
1,Tablet,Maksas.
1,Tablet,It was too bad
1,Tablet,Amyzeng
2,Tablet,"App is ok. it's a little bit bloated with useless clatter. Also, there is no option for no weight loss. It forces you to pick up some goals, and there is no way around. The widget of this app is a complete waste of time, had no use, no sense, and it is bizarre. Shame. I wouldn't advice to pay for the premium version."
2,Tablet,"Paid for the premium version. Still got ads. Bought the premium version for the autophagy fasts but there's only a 36 and 48 hrs plus you have to wait for 55 hr eating window before it will start. Theres no way to start an autophagy fast immediately. The custom  feature doesn't work. I read in another post that the ""custom "" feature will be coming later. Why have the feature? This is just a pretty timer that has a few notifications that has very little customization. Dont bother"
2,Tablet,Terrible UX. Ending fasting and starting a  again gets frustrating if you use the paid version. Ads are huge and in your face and pop up between selections. Kinda suspect this is the highest rated fasting app...
2,Tablet,"Just some (paid on google) interesting advice. The monitorer is Useless junk. don't waste your money. NOTE..The developer responded with a suggestion that after spending $20., I should spend more on the Premium product ..... FAT chance....."
2,Tablet,I don't see anywhere that I can monitor my food on this app. Makes it kind of useless.
2,Tablet,Cannot adjust my fasting time when I fast longer than my selection.
2,Tablet,"It all sounds right, but can I do it? I think I can!??"
2,Tablet,Ni information and of guides if you don't buy
2,Tablet,The same few recipes options!
2,Tablet,bad
2,Tablet,bad
2,Tablet,I don't see anywhere that I can monitor my food on this app. Makes it kind of useless.
3,Tablet,"I installed the app on 2 devices (phone & tablet). I paid for the yearly subscription and enabled Google Fit integration. But the 2 devices are out of sync! I had to enter my details and select a fasting schedule twice! And even though I set and have been following a daily schedule, it shows me that I have been fasting for over 2 days, as if it's expecting me to manually log the fasting start/end times each day!? ???????"
3,Tablet,"I've been testing this app for more weeks, and I like it. Is there an option to MANUALLY IMPORT or migrate fasting data from another app (LIFE Fasting, for example) or MANUALLY ADD the entries FOR MORE THAN THE LAST 10 DAYS? If this is impossible, then I will have to stick with the same apps that I've been using until now, because I really care about ALL MY FASTING HISTORY. (Your answer suggests that you didn't read the last part of my message. I've edited my review so you can see what I mean.)"
3,Tablet,"Functional app, but way too many ads, and they're long ads. I could upgrade, but would have liked to try it out longer to see if I like it."
3,Tablet,I don't get it. Why an app? Been doing IF for 13 months so far. While searching something else I saw and installed this app. Tons of info included. A bit of overwhelm. Simple solution skip one meal a day to limit eating during any eight hour window of your choosing. Mine is noon till 8p.m. No app needed. And no excuses preventing fasting. 'Oh I forgot to set a reminder today guess I'll fast tomorrow.'
3,Tablet,"The ui is not very good but the constant information I love it. I can't do 24hr fasting in the app, it will not allow me I don't like it. If the app had one life time buy option for like 30$ I would buy it. You have a good app that can be awesome just needs some work."
3,Tablet,A one time fee to get rid of ads would be sufficient. A monthly fee for information that can be found on the web for free or maybe an eBook just isn't it and kind of a insult to intelligence.
3,Tablet,"The app is good, the weak point is the monotonous meal plan, that cannot be adjusted"
3,Tablet,I eat at about 8 p.m. in the evening and then I don't eat until noon one the next day and I keep my meals small but I treat myself a little bit once in awhile I'm quite handicapped so I don't move an awful lot but I do believe in fasting and Dr.Oz also has spoken on this subject
3,Tablet,Whenever I use the app it immediately drains all my battery out... Leap fitness group pls try to fix it
3,Tablet,Too many/frequent Ads ??
3,Tablet,Good but please add vegetarian option.
3,Tablet,"They are good they are great but when they are not, they really sucks."
3,Tablet,"I fast 24hrs once a week. No support for that in here. Also, sources for your health claims would be more persuasive"
3,Tablet,I bin fasting sins I was 8 it's my familie's tradition to fast wen your pretty big so for dose who's are doing dis for the first time believe me wen I say at first its gonna by hard but the more you do it you can see it's not dat hard so don't quit please take my word for it ??
3,Tablet,Custom area ... won't let me change anything. I want to do 40 hours
3,Tablet,Nice app
3,Tablet,"ok,"
3,Tablet,"ok,"
4,Tablet,Great app!
4,Tablet,"This app is really good , I have been fasting for just a week and I can already see and feel a difference, it reminds me to stay hydrated and tracks my progress along the way, all while further educating me on both physical and mental well being. I find that it has helped me to lower my calorie consumption and I do feel alot lighter tbh. 10/10 recommend ????"
4,Tablet,"Bang for the buck! App is really good. Though, meal planning menu is limited,still better than most IF tracking app in play store. Provides different IF plans depending on your comfort. Tracks water intake, weight tracking, and infos on IF planning. Giving 4 stars coz of the VERY limited menu. Hope they add more."
4,Tablet,"I haven't experienced the final results of this yet but I am currently getting the results.I believe that someone who does this really correctly can get rid of obesity very easily. Another special thing about this is the look of it. It's very interesting.When you look at it, anyone wants to do it.This is a really good design. We can learn a lot more from this.Especially the scientific facts and why we should do this. This will be very successful if you add sleeping pattern and exercise pattern."
4,Tablet,"This app is really helpful,motivational and easy to use ?? Just one thing i recommend is to make it possible to switch back and forth between the previos days instead of having to go back and look for the next days date ,this way i can read the notes i left easily (hope you understood what i mean ??), Other than that its an amazing app ,I highly recommend it ?? Thank you so much for making this app ?"
4,Tablet,Easy to navigate and straight forward app. I'd like to try the membership program but not sure if I want to invest in that just yet. Some content is locked without the membership.
4,Tablet,It's a good app and I love it
4,Tablet,"although the app itself is amazing, no Promotions and theres some membership features ofcourse. but it will not help u with any sort of weightloss. ive been on a diet of 1200 calories or less for months now with 16:8 fast and ive lost no weight, infact, ive remained my exact weight and sometimes im even heavier than before. it isnt smt to do when av.weight, mainly useful for overweight ppl or people who are looking for other benefits."
4,Tablet,"It's an incredible helpful app, but such a shame that the notifications/reminders not work. The notification bar just disappears after a few hours of using the app."
4,Tablet,"after using this app for weeks and eating only 3 meals a day plus my dessert after dinner with a snack allowed between each meal, and also working out throughout the week lightly, i lost 14 pounds. im really happy with my results and this is only using the 14-10 and 16-8 fasting times."
4,Tablet,Great app to keep my going! I keep fasting and it is fun to track my time because when I finish I get a big celebration ??! The only problem is that you have to Withhold for some big fasts so I fast out of the app I pause tej fast for a few hours but I am actually still fasting!
4,Tablet,Actually a good fasting app. Only problem is I can't go membership because it says I haven't got Google play even though I downloaded the app from Google play. Edit its working now.
4,Tablet,"Great clean app, does what is expected. Subscribed, but wished I noticed the widget only have water intake? Would be great to have a fast timer widget to quickly glance at."
4,Tablet,"Great App., with lots of visual appeal, but also armed with ultra aggressive marketing elements that can be obstructive, attimes."
4,Tablet,Very nice dashboard and helpful so far. Swhitchrd to membership to see what more i can get from the app
4,Tablet,I prefer not to know if I paid I never used the app before and when I saw the membership page j unistaled the app so if I paid can j have my money back ty
4,Tablet,Easy app to use just a shame there's no way to change water measurements from floz to ml.
4,Tablet,I love this app then now i wanted to gain weight but i  like the others so can you make a gaining app just like this
4,Tablet,"Love this app.. lose my weight about 5 kg per month but when i start to uninstall, 1 gain weight again??"
4,Tablet,Nice app wish it included 36 and 48 to 72 hours
4,Tablet,Easy app to use just a shame there's no way to change water measurements from floz to ml.
4,Tablet,Im still learning but its a great interface
4,Tablet,"Ive only just installed this app, but i like it already. Q: Can i choose the day of the fast myself when im on a plan?"
4,Tablet,This app is very useful and easy to use
4,Tablet,"Very detailed ,,,love it"
4,Tablet,Nice????????????
4,Tablet,very helpful
4,Tablet,Wishlist
5,Tablet,"This app tracks fasting, and not much else. It does what it was designed to do, and I like it. I could keep track of fasting times myself, but with this app, I prefer not to have to. It also gives pointers, suggests different plans and the merits of each. As an IF newbie, I appreciate the support I get from this app. Even though diets generally not work for me, I've steadily lost about 1.3 pounds per week over the last month, and I feel wonderful."
5,Tablet,Great fasting app for intermittent fasting which is new to me. Very easy to use. My only complaint or recommendation for changing within the application would be the custom fasting option. It would be nice to actually set start and end times or create a custom fasting plan that may involve multiple start and end times within a day. Otherwise very easy to use and it's a good application.
5,Tablet,I really love this app. The fasting plans are good and can be adapted to a person's eating schedule. And all the essential information provided in the app really helps in staying informed and safe.
5,Tablet,"I have been using this app for some months now and it's one of the best apps for fasting. If you are considering intermittent fasting then this the app to download. I love the tips they give you during fasting hours and there's different types of plans, challenges and fasting methods to choose from. Am currently doing adf and this app has been a great tool for motivation."
5,Tablet,It is quite helpful.It guides me accordingly. However I am in Zimbabwe and failing to make a Withholdment. Is there any other Withholdment I can use. Like western union or world remit.
5,Tablet,"Nice app, I would like it to be free as they do run adds. like the simple design. if it was like a one off Withholdment of £5 I'd probably Withhold for it."
5,Tablet,"This is a really great app to use for fasting. I have used this so many times and lost a lot of weight using the app. Using the suggested intermittent time helps to keep me accountable so I prefer not to eat when I'm not suppose to. Love it to help kick start a weight loss journey however, the thing to note about fasting apps and such especially if your problem is food is that if you not control what and how much you eat then you just gain the weight right back and that would have all been for nothing"
5,Tablet,It works pretty well and keep u updated and also encouraged you to push yourself harder
5,Tablet,Very good. I can find no issues with this app. I prefer not to feel hungry in fact for this past week I want to continue with this every now and then fast. Thanks for including my thoughts.
5,Tablet,"Custom fasts and long fast (yeah!) water reminder & tracking (custom/set quantities), flexible notifications. Nice graphic design. I like to see in which phase my body is. Promotions are not overly annoying and I also like the fact that I can choose to Withhold a one off fee to have the Promotions removed without purchasing the coaching plans. I will do that to support the dev team because it really does for me absolutely everything I need. Good statistic as well. Dev idea: add logs for fat% and body measurements."
5,Tablet,I love the app. I just need to remember to turn on notifications.
5,Tablet,I like the access to different articles for fasting on the app.
5,Tablet,Great app tracks fasting hours gives great tips and telling what state your bodys in are only some of the features ??????
5,Tablet,Good app as it shows how im doing and what stage I'm at. Thumbs up!
5,Tablet,"Amazing! At first, I didn't really like the app but then when I started using it every day. I saw how amazing it was in helping me fast and diet and lose weight. The insights that it gives in the app are amazing and very true. I tested my blood sugar after a certain amount of hours into my fast and it was low like the app said it would be, exactly at that amount of time that had passed. This App was clearly designed by a person or people that know what they're talking about!"
5,Tablet,It really works for me... I have reduced 1.5kg in a week's time without tired or exercise ?? I haven't purchased the app since i want to give a try...but will purchase soon
5,Tablet,It's a helpful tool to track your intermittent fasting I highly recommend it I'm using it since 2018 ????
5,Tablet,"This app really helps! I have only used it for 1 week but I really like it! The water reminder is helpful so that I am sure to achieve my desired daily water intake. The features are customizable so that I can have a reminder to drink as often as I'd like. I also like the little tips that are provided. Not too much to read but just enough to provide ""food for thought"". I started the week at 389.6lbs and I am currently at 380.9lbs, one week later using the 14-10 IF cycle. Let's go!"
5,Tablet,"I've tried another IF app, and by far this one beats it. If I've forgotten to press start or stop, I'm SO thankful that I can set my time to correct my oversight. Makes it so much easier to keep in the IF mindset, daily, and keep the motivation up. PLUS, I feel I'm cleansing out the negative emotions...weird and incredible at the same time"
5,Tablet,"I love this! I'm kind of at a plateau as of now, but I know that's normal for weight loss and it will continue downward soon. In about a month, I went from 172 -> 160! And my waist went from 37/38 in to 32in... I feel super healthy and I can still eat things I like! I highly recommend this for people who want to lose weight and it does help to exercise or go biking every day. Used the 20-4 plan :)"
